formula,g,i,intensity,name,q
C52H92N16O19S2,3,109,78768,,3
C52H92N16O19S2,11,109,5964,,3
C68H120N20O23S3,14,109,56535,,4
C91H156N25O35P1S3,10,109,3394,,5
C91H156N25O35P1S3,11,109,17857,,5
C18H29N4O10,0,109,2354,,1
C18H29N4O10,6,109,2566,,1
C18H29N4O10,11,109,6795,,1
C18H29N4O10,13,109,3084,,1
C18H29N4O10,17,109,7629,,1
C33H52N9O14,5,109,8706,,2
C37H59N10O16,0,109,20780,,2
C37H59N10O16,2,109,107459,,2
C37H59N10O16,5,109,11625,,2
C55H94N15O19,3,109,20432,,3
C55H94N15O19,15,109,11243,,3
C57H97N16O20,4,109,24430,,3
C57H97N16O20,6,109,12842,,3
C62H106N17O21,3,109,17577,,3
C93H158N26O33S3,1,109,18880,,5
C55H95N15O22P1,3,109,30413,,3
C55H95N15O22P1,4,109,46985,,3
C55H95N15O22P1,5,109,20344,,3
C57H98N16O23P1,6,109,19461,,3
C57H98N16O23P1,10,109,11443,,3
C16H30N6O6S1,2,110,1940,,1
C16H30N6O6S1,3,110,81191,,1
C16H30N6O6S1,7,110,3295,,1
C16H30N6O6S1,8,110,2159,,1
C16H30N6O6S1,9,110,9094,,1
C16H30N6O6S1,13,110,1263,,1
C16H30N6O6S1,15,110,913,,1
C91H156N25O35P1S3,-1,110,11551,,5
C18H29N4O10,7,110,1707,,1
C18H29N4O10,11,110,2394,,1
C18H29N4O10,13,110,3299,,1
C37H59N10O16,2,110,59464,,2
C37H59N10O16,5,110,1610,,2
C37H59N10O16,6,110,2092,,2
C43H70N11O17,10,110,6153,,2
C55H94N15O19,2,110,1518,,3
C55H94N15O19,3,110,9192,,3
C55H94N15O19,10,110,7453,,3
C57H97N16O20,15,110,5819,,3
C62H106N17O21,5,110,1711,,3
C74H123N20O27,2,110,3040,,4
C74H123N20O27,7,110,5172,,4
C74H123N20O27,11,110,2551,,4
C74H123N20O27,15,110,10650,,4
C95H158N27O36,13,110,16526,,5
C93H158N26O33S3,1,110,6970,,5
C55H95N15O22P1,3,110,20883,,3
C55H95N15O22P1,4,110,33874,,3
C55H95N15O22P1,15,110,1357,,3
C57H98N16O23P1,5,110,1846,,3
C57H98N16O23P1,6,110,7631,,3
C77H129N21O32P1,4,110,9683,,4
C16H30N6O6S1,1,111,7470,,1
C16H30N6O6S1,3,111,8453,,1
C16H30N6O6S1,4,111,93504,,1
C16H30N6O6S1,9,111,13863,,1
C16H30N6O6S1,15,111,1424,,1
C32H56N10O12S2,3,111,6946,,2
C32H56N10O12S2,9,111,4905,,2
C32H56N10O12S2,10,111,37957,,2
C32H56N10O12S2,13,111,3027,,2
C77H134N22O26S3,7,111,3025,,4
C77H134N22O26S3,8,111,12499,,4
C18H29N4O10,13,111,3271,,1
C33H52N9O14,16,111,10576,,2
C37H59N10O16,2,111,88822,,2
C37H59N10O16,12,111,11458,,2
C37H59N10O16,16,111,4916,,2
C55H94N15O19,2,111,12359,,3
C57H97N16O20,3,111,7246,,3
C57H97N16O20,11,111,1531,,3
C57H97N16O20,14,111,5788,,3
C62H106N17O21,4,111,1749,,3
C62H106N17O21,5,111,4250,,3
C62H106N17O21,11,111,31907,,3
C98H163N28O37S1,0,111,2757,,5
C91H155N25O32S3,10,111,31635,,5
C115H197N33O37S3,8,111,11283,,6
C55H95N15O22P1,3,111,35213,,3
C55H95N15O22P1,4,111,47252,,3
C57H98N16O23P1,6,111,14223,,3
C77H129N21O32P1,1,111,5062,,4
C77H129N21O32P1,3,111,10012,,4
C16H30N6O6S1,-1,112,4337,,1
C16H30N6O6S1,3,112,102383,,1
C16H30N6O6S1,9,112,12790,,1
C16H30N6O6S1,10,112,1405,,1
C16H30N6O6S1,12,112,5660,,1
C16H30N6O6S1,17,112,3689,,1
C32H56N10O12S2,8,112,23696,,2
C32H56N10O12S2,9,112,19013,,2
C46H80N14O18S2,2,112,24187,,3
C52H92N16O19S2,5,112,17759,,3
C68H120N20O23S3,14,112,65341,,4
C91H156N25O35P1S3,0,112,21627,,5
C18H29N4O10,13,112,3957,,1
C18H29N4O10,15,112,8943,,1
C37H59N10O16,12,112,18205,,2
C55H94N15O19,3,112,13583,,3
C57H97N16O20,10,112,2447,,3
C57H97N16O20,12,112,4792,,3
C57H97N16O20,13,112,5652,,3
C57H97N16O20,15,112,6192,,3
C55H95N15O22P1,3,112,35510,,3
C55H95N15O22P1,4,112,49603,,3
C55H95N15O22P1,5,112,4011,,3
C57H98N16O23P1,6,112,17072,,3
C313H499N87O109P1S2,4,112,28723,,12
C16H30N6O6S1,11,113,55688,c5,1
C16H30N6O6S1,14,113,21585,c5,1
C16H30N6O6S1,16,113,64898,c5,1
C38H68N12O13S2,-1,113,194339,c10,2
C38H68N12O13S2,2,113,148750,c10,2
C52H92N16O19S2,15,113,124862,c13,3
C57H101N17O20S3,-1,113,77183,c14,3
C82H141N23O29S3,10,113,73574,c19,4
C99H170N30O34S3,4,113,121862,c23,5
C115H197N33O37S3,1,113,102589,c26,6
C436H687N115O133S3,1,113,166722,c88,16
C18H29N4O10,0,113,20550,z4,1
C18H29N4O10,1,113,14652,z4,1
C18H29N4O10,3,113,70453,z4,1
C18H29N4O10,4,113,40814,z4,1
C18H29N4O10,6,113,13070,z4,1
C18H29N4O10,7,113,16016,z4,1
C18H29N4O10,8,113,22851,z4,1
C18H29N4O10,9,113,6504,z4,1
C18H29N4O10,11,113,56272,z4,1
C18H29N4O10,12,113,65755,z4,1
C18H29N4O10,13,113,80687,z4,1
C18H29N4O10,20,113,28310,z4,1
C18H29N4O10,21,113,263373,z4,1
C37H59N10O16,0,113,133025,z8,2
C37H59N10O16,7,113,15078,z8,2
C37H59N10O16,8,113,10512,z8,2
C43H70N11O17,12,113,47352,z9,2
C62H106N17O21,0,113,79545,z13,3
C77H128N21O29,5,113,50092,z17,4
C81H134N23O31,13,113,237979,z18,4
C98H163N28O37S1,0,113,43409,z22,5
C104H175N30O38S1,15,113,179319,z23,5
C119H197N36O44S2,3,113,276676,z27,6
C165H270N51O62S2,0,113,146322,z37,8
C165H270N51O62S2,6,113,235662,z37,8
C16H30N6O6S1,4,114,30834,c5,1
C16H30N6O6S1,10,114,15583,c5,1
C16H30N6O6S1,18,114,95592,c5,1
C38H68N12O13S2,-1,114,172752,c10,2
C38H68N12O13S2,2,114,88761,c10,2
C52H92N16O19S2,15,114,87350,c13,3
C57H101N17O20S3,-1,114,61756,c14,3
C57H101N17O20S3,18,114,133729,c14,3
C77H134N22O26S3,17,114,63988,c18,4
C82H141N23O29S3,10,114,96397,c19,4
C152H249N41O48S3,5,114,186363,c33,7
C152H249N41O48S3,7,114,99003,c33,7
C18H29N4O10,2,114,76746,z4,1
C18H29N4O10,4,114,30019,z4,1
C18H29N4O10,6,114,27413,z4,1
C18H29N4O10,8,114,6417,z4,1
C18H29N4O10,11,114,50309,z4,1
C18H29N4O10,14,114,6334,z4,1
C18H29N4O10,15,114,11835,z4,1
C18H29N4O10,20,114,50739,z4,1
C37H59N10O16,4,114,23314,z8,2
C37H59N10O16,6,114,94211,z8,2
C37H59N10O16,8,114,9616,z8,2
C37H59N10O16,19,114,49057,z8,2
C43H70N11O17,17,114,18521,z9,2
C57H97N16O20,6,114,65275,z12,3
C62H106N17O21,3,114,41108,z13,3
C62H106N17O21,4,114,14358,z13,3
C62H106N17O21,12,114,94542,z13,3
C62H106N17O21,15,114,57001,z13,3
C77H128N21O29,1,114,51894,z17,4
C81H134N23O31,2,114,44811,z18,4
C81H134N23O31,14,114,236182,z18,4
C87H145N24O32,9,114,71477,z19,4
C95H158N27O36,1,114,127804,z21,5
C116H192N35O43S1,2,114,189313,z26,6
C124H205N38O46S2,9,114,41182,z28,6
C138H229N42O51S2,15,114,119482,z31,7
C165H270N51O62S2,3,114,272249,z37,8
C165H270N51O62S2,4,114,57480,z37,8
C16H30N6O6S1,11,115,67966,c5,1
C16H30N6O6S1,14,115,22424,c5,1
C16H30N6O6S1,15,115,30075,c5,1
C16H30N6O6S1,16,115,60728,c5,1
C16H30N6O6S1,20,115,21317,c5,1
C38H68N12O13S2,12,115,75387,c10,2
C52H92N16O19S2,1,115,65473,c13,3
C121H208N34O38S3,3,115,23566,c27,6
C121H208N34O38S3,4,115,47009,c27,6
C152H249N41O48S3,4,115,109556,c33,7
C152H249N41O48S3,5,115,126442,c33,7
C152H249N41O48S3,8,115,169187,c33,7
C152H249N41O48S3,9,115,191621,c33,7
C18H29N4O10,4,115,56807,z4,1
C18H29N4O10,5,115,54747,z4,1
C18H29N4O10,6,115,44188,z4,1
C18H29N4O10,8,115,24180,z4,1
C18H29N4O10,13,115,56177,z4,1
C18H29N4O10,18,115,9092,z4,1
C62H106N17O21,3,115,36559,z13,3
C62H106N17O21,4,115,19599,z13,3
C62H106N17O21,10,115,262470,z13,3
C77H128N21O29,1,115,67933,z17,4
C77H128N21O29,2,115,38849,z17,4
C81H134N23O31,5,115,47418,z18,4
C81H134N23O31,6,115,65559,z18,4
C81H134N23O31,13,115,201686,z18,4
C91H151N26O34,18,115,24530,z20,4
C104H175N30O38S1,0,115,113889,z23,5
C119H197N36O44S2,2,115,112579,z27,6
C119H197N36O44S2,3,115,93651,z27,6
C119H197N36O44S2,4,115,109214,z27,6
C767H1213N211O245S5,0,116,291812,precursor,16
C767H1213N211O245S5,4,116,136022,precursor,16
C767H1213N211O245S5,0,116,686283,precursor,17
C767H1213N211O245S5,5,116,96412,precursor,17
C767H1213N211O245S5,1,116,652957,precursor,18
C767H1213N211O245S5,2,116,673379,precursor,18
C767H1213N211O245S5,4,116,110542,precursor,18
C767H1213N211O245S5,0,116,1443561,precursor,19
C767H1213N211O245S5,2,116,379155,precursor,19
C767H1213N211O245S5,0,116,2186867,precursor,20
C767H1213N211O245S5,0,116,1442620,precursor,21
C767H1213N211O245S5,0,116,486062,precursor,22
C11H21N5O5,-1,116,5607,c4,1
C11H21N5O5,0,116,49498,c4,1
C16H30N6O6S1,0,116,74578,c5,1
C21H39N7O7S2,-1,116,270354,c6,1
C21H39N7O7S2,0,116,104649,c6,1
C23H42N8O8S2,-1,116,11305,c7,1
C23H42N8O8S2,0,116,373138,c7,1
C27H47N9O11S2,-1,116,35484,c8,1
C27H47N9O11S2,0,116,34394,c8,1
C32H56N10O12S2,0,116,12040,c9,1
C32H56N10O12S2,9,116,23590,c9,1
C38H68N12O13S2,0,116,166565,c10,1
C38H68N12O13S2,4,116,11387,c10,1
C38H68N12O13S2,5,116,16569,c10,1
C38H68N12O13S2,6,116,68361,c10,1
C38H68N12O13S2,18,116,20063,c10,1
C43H75N13O16S2,-1,116,27039,c11,1
C43H75N13O16S2,0,116,225569,c11,1
C43H75N13O16S2,8,116,67685,c11,1
C46H80N14O18S2,0,116,253238,c12,1
C52H92N16O19S2,0,116,425649,c13,2
C57H101N17O20S3,2,116,6956,c14,2
C62H109N19O22S3,0,116,170922,c15,2
C62H109N19O22S3,5,116,31853,c15,2
C68H120N20O23S3,-1,116,62171,c16,2
C68H120N20O23S3,0,116,250507,c16,2
C68H120N20O23S3,7,116,32039,c16,2
C77H134N22O26S3,4,116,51756,c18,2
C77H134N22O26S3,5,116,43292,c18,2
C77H134N22O26S3,6,116,63050,c18,2
C77H134N22O26S3,7,116,4313,c18,2
C77H134N22O26S3,8,116,45839,c18,2
C77H134N22O26S3,0,116,91971,c18,3
C82H141N23O29S3,0,116,589144,c19,2
C82H141N23O29S3,11,116,42884,c19,2
C82H141N23O29S3,12,116,136785,c19,2
C82H141N23O29S3,0,116,244187,c19,3
C91H155N25O32S3,0,116,48582,c21,2
C93H158N26O33S3,0,116,400675,c22,2
C93H158N26O33S3,0,116,98926,c22,3
C99H170N30O34S3,1,116,98632,c23,2
C99H170N30O34S3,0,116,451254,c23,3
C99H170N30O34S3,0,116,45147,c23,4
C115H197N33O37S3,-1,116,108189,c26,3
C115H197N33O37S3,0,116,36948,c26,3
C115H197N33O37S3,2,116,53062,c26,3
C115H197N33O37S3,3,116,48929,c26,3
C115H197N33O37S3,0,116,62391,c26,4
C115H197N33O37S3,1,116,11668,c26,4
C121H208N34O38S3,0,116,108427,c27,2
C121H208N34O38S3,1,116,40421,c27,2
C121H208N34O38S3,0,116,341316,c27,3
C121H208N34O38S3,-1,116,74512,c27,4
C121H208N34O38S3,0,116,250225,c27,4
C130H221N37O41S3,0,116,89612,c29,4
C139H230N38O42S3,0,116,166554,c30,3
C139H230N38O42S3,-1,116,29893,c30,4
C139H230N38O42S3,0,116,224631,c30,4
C139H230N38O42S3,-1,116,49291,c30,5
C139H230N38O42S3,0,116,88911,c30,5
C144H237N39O45S3,-1,116,79327,c31,3
C144H237N39O45S3,1,116,61737,c31,3
C144H237N39O45S3,0,116,118140,c31,4
C144H237N39O45S3,1,116,32152,c31,4
C152H249N41O48S3,2,116,31122,c33,4
C152H249N41O48S3,3,116,1498,c33,4
C152H249N41O48S3,0,116,61630,c33,5
C155H254N42O50S3,0,116,46058,c34,3
C155H254N42O50S3,1,116,127783,c34,3
C155H254N42O50S3,-1,116,201097,c34,4
C155H254N42O50S3,0,116,122703,c34,4
C155H254N42O50S3,3,116,45353,c34,4
C155H254N42O50S3,1,116,61833,c34,5
C159H259N43O53S3,-1,116,84080,c35,4
C159H259N43O53S3,1,116,93521,c35,4
C159H259N43O53S3,2,116,43132,c35,4
C159H259N43O53S3,5,116,62182,c35,4
C159H259N43O53S3,6,116,63400,c35,4
C159H259N43O53S3,9,116,11999,c35,4
C159H259N43O53S3,13,116,137844,c35,4
C168H268N44O55S3,0,116,124667,c36,4
C168H268N44O55S3,11,116,56013,c36,4
C168H268N44O55S3,-1,116,57453,c36,5
C168H268N44O55S3,0,116,63244,c36,5
C171H273N45O57S3,0,116,140182,c37,3
C171H273N45O57S3,2,116,51557,c37,3
C171H273N45O57S3,-1,116,101884,c37,4
C171H273N45O57S3,0,116,79872,c37,4
C171H273N45O57S3,1,116,201361,c37,4
C171H273N45O57S3,14,116,12407,c37,4
C171H273N45O57S3,15,116,72102,c37,4
C171H273N45O57S3,-1,116,60965,c37,5
C171H273N45O57S3,0,116,229208,c37,5
C175H279N47O59S3,0,116,17435,c38,4
C175H279N47O59S3,1,116,76287,c38,4
C181H290N48O60S3,-1,116,39053,c39,5
C187H297N51O61S3,0,116,195131,c40,5
C187H297N51O61S3,1,116,20049,c40,5
C187H297N51O61S3,-1,116,18700,c40,6
C187H297N51O61S3,0,116,570714,c40,6
C197H312N54O66S3,-1,116,91444,c42,5
C197H312N54O66S3,0,116,126355,c42,5
C197H312N54O66S3,1,116,20909,c42,6
C201H319N55O68S3,0,116,70751,c43,5
C201H319N55O68S3,1,116,23290,c43,5
C201H319N55O68S3,7,116,16083,c43,5
C201H319N55O68S3,8,116,26098,c43,5
C207H330N56O69S3,-1,116,77403,c44,5
C207H330N56O69S3,0,116,161698,c44,5
C207H330N56O69S3,-1,116,61908,c44,6
C207H330N56O69S3,0,116,18935,c44,6
C210H335N57O70S3,-1,116,171092,c45,5
C210H335N57O70S3,1,116,23274,c45,5
C210H335N57O70S3,2,116,46249,c45,5
C218H347N59O73S3,0,116,260957,c47,4
C218H347N59O73S3,1,116,20756,c47,4
C218H347N59O73S3,2,116,19433,c47,4
C218H347N59O73S3,-1,116,97177,c47,5
C218H347N59O73S3,0,116,676299,c47,5
C218H347N59O73S3,1,116,7494,c47,5
C218H347N59O73S3,0,116,91822,c47,6
C218H347N59O73S3,1,116,91292,c47,6
C218H347N59O73S3,4,116,39948,c47,6
C218H347N59O73S3,-1,116,378457,c47,7
C218H347N59O73S3,0,116,12485,c47,7
C218H347N59O73S3,1,116,243707,c47,7
C221H352N60O75S3,-1,116,62831,c48,5
C221H352N60O75S3,0,116,477587,c48,5
C221H352N60O75S3,6,116,120484,c48,5
C221H352N60O75S3,0,116,77888,c48,6
C221H352N60O75S3,1,116,3454,c48,6
C221H352N60O75S3,2,116,64842,c48,6
C221H352N60O75S3,4,116,204306,c48,6
C221H352N60O75S3,-1,116,52985,c48,7
C221H352N60O75S3,0,116,39827,c48,7
C221H352N60O75S3,3,116,107716,c48,7
C226H361N61O76S3,0,116,178230,c49,5
C226H361N61O76S3,1,116,147907,c49,6
C226H361N61O76S3,1,116,44212,c49,7
C235H370N62O77S3,-1,116,10512,c50,5
C235H370N62O77S3,0,116,312213,c50,5
C235H370N62O77S3,-1,116,27725,c50,6
C235H370N62O77S3,1,116,65972,c50,6
C235H370N62O77S3,3,116,17256,c50,6
C235H370N62O77S3,4,116,244555,c50,6
C235H370N62O77S3,0,116,70650,c50,7
C241H382N64O78S3,1,116,112575,c51,4
C241H382N64O78S3,0,116,448051,c51,5
C241H382N64O78S3,-1,116,424482,c51,6
C241H382N64O78S3,3,116,198651,c51,6
C241H382N64O78S3,-1,116,104974,c51,7
C241H382N64O78S3,1,116,91475,c51,7
C241H382N64O78S3,2,116,47638,c51,7
C244H387N65O80S3,-1,116,75342,c52,5
C244H387N65O80S3,0,116,150671,c52,5
C244H387N65O80S3,2,116,42076,c52,5
C244H387N65O80S3,0,116,57554,c52,6
C244H387N65O80S3,1,116,140738,c52,6
C244H387N65O80S3,2,116,5063,c52,6
C244H387N65O80S3,-1,116,35913,c52,7
C244H387N65O80S3,1,116,34917,c52,7
C248H394N66O82S3,0,116,304752,c53,5
C248H394N66O82S3,1,116,64187,c53,5
C248H394N66O82S3,3,116,63499,c53,5
C248H394N66O82S3,2,116,202782,c53,6
C248H394N66O82S3,3,116,33443,c53,6
C248H394N66O82S3,0,116,44998,c53,7
C248H394N66O82S3,1,116,115953,c53,7
C254H406N68O83S3,-1,116,61857,c54,5
C254H406N68O83S3,0,116,88333,c54,5
C254H406N68O83S3,3,116,43987,c54,6
C254H406N68O83S3,-1,116,223365,c54,7
C254H406N68O83S3,0,116,394163,c54,7
C254H406N68O83S3,4,116,7239,c54,7
C254H406N68O83S3,0,116,137827,c54,8
C254H406N68O83S3,1,116,50023,c54,8
C265H424N70O85S3,0,116,257473,c56,5
C265H424N70O85S3,3,116,29727,c56,5
C265H424N70O85S3,-1,116,114376,c56,6
C265H424N70O85S3,0,116,791924,c56,6
C265H424N70O85S3,5,116,86619,c56,6
C265H424N70O85S3,12,116,121726,c56,6
C265H424N70O85S3,2,116,247688,c56,7
C265H424N70O85S3,3,116,197984,c56,7
C265H424N70O85S3,-1,116,76715,c56,8
C265H424N70O85S3,0,116,115158,c56,8
C274H438N72O88S3,-1,116,114919,c58,6
C274H438N72O88S3,0,116,210959,c58,6
C274H438N72O88S3,-1,116,220569,c58,7
C274H438N72O88S3,2,116,121600,c58,7
C276H441N73O89S3,-1,116,63257,c59,9
C282H453N75O90S3,0,116,153652,c60,7
C282H453N75O90S3,3,116,50716,c60,8
C291H462N76O91S3,0,116,323779,c61,6
C291H462N76O91S3,-1,116,164333,c61,7
C291H462N76O91S3,0,116,284448,c61,7
C291H462N76O91S3,-1,116,68454,c61,8
C291H462N76O91S3,0,116,206220,c61,8
C291H462N76O91S3,-1,116,39758,c61,9
C291H462N76O91S3,0,116,54445,c61,9
C297H474N80O92S3,2,116,206411,c62,6
C297H474N80O92S3,-1,116,133236,c62,7
C297H474N80O92S3,0,116,414227,c62,7
C297H474N80O92S3,3,116,112053,c62,7
C297H474N80O92S3,-1,116,51073,c62,8
C297H474N80O92S3,0,116,334672,c62,8
C297H474N80O92S3,1,116,132607,c62,8
C297H474N80O92S3,0,116,208511,c62,9
C308H484N82O93S3,-1,116,114633,c63,7
C308H484N82O93S3,0,116,389281,c63,7
C308H484N82O93S3,3,116,96047,c63,7
C308H484N82O93S3,-1,116,110725,c63,8
C308H484N82O93S3,0,116,28055,c63,8
C308H484N82O93S3,-1,116,133839,c63,9
C308H484N82O93S3,1,116,188649,c63,9
C317H500N84O96S3,0,116,134636,c65,7
C317H500N84O96S3,1,116,208659,c65,7
C317H500N84O96S3,-1,116,90380,c65,8
C317H500N84O96S3,0,116,174784,c65,8
C317H500N84O96S3,-1,116,51309,c65,9
C317H500N84O96S3,0,116,129090,c65,9
C321H505N85O99S3,0,116,91097,c66,6
C321H505N85O99S3,2,116,122268,c66,6
C321H505N85O99S3,0,116,386153,c66,7
C321H505N85O99S3,1,116,63165,c66,7
C321H505N85O99S3,0,116,506061,c66,8
C321H505N85O99S3,-1,116,156146,c66,9
C321H505N85O99S3,1,116,197486,c66,9
C326H513N87O101S3,-1,116,142210,c67,7
C326H513N87O101S3,0,116,15937,c67,7
C326H513N87O101S3,3,116,164880,c67,7
C326H513N87O101S3,-1,116,464583,c67,8
C326H513N87O101S3,0,116,27863,c67,8
C326H513N87O101S3,2,116,245991,c67,8
C326H513N87O101S3,-1,116,174993,c67,9
C326H513N87O101S3,0,116,122803,c67,9
C332H524N88O102S3,-1,116,118332,c68,7
C332H524N88O102S3,2,116,83901,c68,7
C332H524N88O102S3,-1,116,77534,c68,8
C332H524N88O102S3,3,116,138699,c68,8
C332H524N88O102S3,-1,116,105694,c68,9
C332H524N88O102S3,2,116,45041,c68,9
C335H529N89O103S3,0,116,77350,c69,8
C346H549N91O105S3,2,116,119684,c71,6
C346H549N91O105S3,0,116,246701,c71,7
C346H549N91O105S3,2,116,80754,c71,7
C346H549N91O105S3,-1,116,158541,c71,8
C346H549N91O105S3,1,116,185439,c71,8
C346H549N91O105S3,-1,116,15271,c71,9
C346H549N91O105S3,0,116,143395,c71,9
C355H562N94O108S3,0,116,254763,c73,8
C355H562N94O108S3,1,116,53029,c73,9
C355H562N94O108S3,-1,116,114355,c73,10
C360H571N95O109S3,-1,116,76515,c74,8
C360H571N95O109S3,1,116,261735,c74,8
C360H571N95O109S3,-1,116,187600,c74,9
C360H571N95O109S3,0,116,154525,c74,9
C360H571N95O109S3,0,116,101034,c74,10
C360H571N95O109S3,1,116,99684,c74,10
C371H589N97O113S3,2,116,266988,c76,8
C371H589N97O113S3,-1,116,17872,c76,9
C371H589N97O113S3,0,116,277001,c76,9
C371H589N97O113S3,-1,116,166485,c76,10
C380H601N99O117S3,0,116,24291,c78,9
C380H601N99O117S3,1,116,151351,c78,9
C385H608N100O120S3,0,116,244719,c79,8
C385H608N100O120S3,1,116,103434,c79,8
C385H608N100O120S3,0,116,162178,c79,9
C385H608N100O120S3,1,116,246407,c79,9
C385H608N100O120S3,2,116,30418,c79,9
C385H608N100O120S3,-1,116,34744,c79,10
C401H631N105O125S3,-1,116,9470,c82,8
C401H631N105O125S3,1,116,156144,c82,8
C401H631N105O125S3,-1,116,67785,c82,9
C401H631N105O125S3,0,116,207160,c82,9
C401H631N105O125S3,-1,116,119364,c82,10
C401H631N105O125S3,2,116,101504,c82,10
C401H631N105O125S3,0,116,112809,c82,11
C407H643N109O126S3,1,116,166364,c83,10
C407H643N109O126S3,2,116,54840,c83,11
C421H667N113O130S3,0,116,163777,c86,10
C421H667N113O130S3,3,116,97759,c86,10
C430H676N114O132S3,-1,116,97902,c87,9
C430H676N114O132S3,0,116,134939,c87,9
C430H676N114O132S3,0,116,172241,c87,10
C436H687N115O133S3,-1,116,126211,c88,10
C436H687N115O133S3,2,116,11277,c88,10
C436H687N115O133S3,2,116,156419,c88,11
C439H692N116O135S3,1,116,200569,c89,9
C439H692N116O135S3,4,116,80853,c89,9
C439H692N116O135S3,0,116,294076,c89,10
C439H692N116O135S3,1,116,31347,c89,10
C439H692N116O135S3,5,116,59297,c89,10
C439H692N116O135S3,0,116,109071,c89,11
C439H692N116O135S3,1,116,223265,c89,11
C439H692N116O135S3,-1,116,87101,c89,12
C445H699N119O136S3,0,116,212996,c90,11
C445H699N119O136S3,1,116,19827,c90,11
C445H699N119O136S3,2,116,183527,c90,12
C448H704N120O138S3,-1,116,226220,c91,10
C448H704N120O138S3,1,116,139774,c91,11
C448H704N120O138S3,-1,116,129142,c91,12
C448H704N120O138S3,1,116,82425,c91,12
C454H716N124O139S3,-1,116,67249,c92,10
C454H716N124O139S3,3,116,251599,c92,10
C454H716N124O139S3,1,116,44544,c92,11
C454H716N124O139S3,4,116,149536,c92,11
C454H716N124O139S3,1,116,109270,c92,12
C454H716N124O139S3,4,116,239607,c92,12
C454H716N124O139S3,-1,116,65247,c92,13
C460H727N125O140S3,0,116,193624,c93,11
C460H727N125O140S3,1,116,81589,c93,11
C460H727N125O140S3,1,116,752705,c93,12
C464H732N126O143S3,-1,116,226378,c94,11
C464H732N126O143S3,2,116,116455,c94,11
C470H744N128O144S3,-1,116,207728,c95,11
C470H744N128O144S3,5,116,111866,c95,11
C470H744N128O144S3,-1,116,183771,c95,12
C470H744N128O144S3,3,116,120939,c95,12
C479H758N130O148S3,-1,116,348852,c97,11
C484H765N131O151S3,1,116,172774,c98,10
C484H765N131O151S3,3,116,84326,c98,10
C484H765N131O151S3,-1,116,417268,c98,11
C484H765N131O151S3,4,116,138542,c98,11
C484H765N131O151S3,-1,116,142543,c98,12
C484H765N131O151S3,0,116,393459,c98,12
C484H765N131O151S3,6,116,121442,c98,12
C484H765N131O151S3,-1,116,174636,c98,13
C488H770N132O154S3,0,116,119379,c99,10
C488H770N132O154S3,0,116,117160,c99,12
C494H782N134O155S3,3,116,36399,c100,10
C494H782N134O155S3,6,116,119617,c100,11
C494H782N134O155S3,2,116,503860,c100,13
C494H782N134O155S3,3,116,74604,c100,13
C494H782N134O155S3,4,116,169072,c100,13
C494H782N134O155S3,-1,116,83258,c100,14
C505H802N140O158S3,0,116,263182,c102,12
C505H802N140O158S3,3,116,26824,c102,12
C505H802N140O158S3,-1,116,164887,c102,13
C505H802N140O158S3,2,116,131343,c102,13
C505H802N140O158S3,1,116,149801,c102,14
C511H814N142O159S3,0,116,129420,c103,13
C511H814N142O159S3,1,116,136928,c103,14
C520H830N144O161S3,-1,116,63141,c105,12
C520H830N144O161S3,1,116,71373,c105,13
C525H837N145O164S3,2,116,106837,c106,13
C530H844N146O167S3,0,116,171465,c107,13
C530H844N146O167S3,1,116,200722,c107,13
C539H853N147O168S3,0,116,243828,c108,13
C539H853N147O168S3,4,116,55615,c108,13
C539H853N147O168S3,-1,116,133587,c108,14
C539H853N147O168S3,4,116,132484,c108,14
C548H862N148O169S3,-1,116,79896,c109,13
C548H862N148O169S3,0,116,62497,c109,14
C548H862N148O169S3,3,116,98925,c109,14
C548H862N148O169S3,0,116,140098,c109,15
C552H869N149O171S3,-1,116,78988,c110,12
C552H869N149O171S3,1,116,263368,c110,12
C552H869N149O171S3,-1,116,364426,c110,13
C552H869N149O171S3,0,116,36578,c110,13
C552H869N149O171S3,5,116,187331,c110,13
C552H869N149O171S3,-1,116,76808,c110,14
C552H869N149O171S3,0,116,165249,c110,14
C558H881N151O172S3,-1,116,85583,c111,13
C558H881N151O172S3,0,116,251183,c111,13
C558H881N151O172S3,8,116,66345,c111,13
C558H881N151O172S3,-1,116,401801,c111,14
C558H881N151O172S3,-1,116,173197,c111,15
C583H922N156O179S3,0,116,47533,c116,13
C583H922N156O179S3,1,116,106331,c116,13
C583H922N156O179S3,-1,116,217202,c116,15
C648H1017N175O201S3,-1,116,40635,c129,16
C648H1017N175O201S3,0,116,18708,c129,16
C746H1180N206O233S5,-1,116,28860,c151,18
C13H22N3O7,0,116,199620,z3,1
C13H22N3O7,1,116,15995,z3,1
C18H29N4O10,0,116,139160,z4,1
C21H34N5O12,0,116,171953,z5,1
C21H34N5O12,1,116,23834,z5,1
C27H41N8O13,0,116,253861,z6,1
C27H41N8O13,7,116,3576,z6,1
C33H52N9O14,0,116,87540,z7,1
C37H59N10O16,0,116,152428,z8,1
C37H59N10O16,1,116,6205,z8,1
C37H59N10O16,4,116,12532,z8,1
C37H59N10O16,5,116,79050,z8,1
C37H59N10O16,6,116,10696,z8,1
C37H59N10O16,18,116,66774,z8,1
C37H59N10O16,19,116,26325,z8,1
